CO_CURSO,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79
49636,6,5,5,4,6,6,6,6,5,6,1
7504,2,4,6,7,6,6,6,6,6,2,1
40341,6,7,4,4,4,4,4,4,4,4,4
77713,2,2,3,3,7,3,3,3,2,6,1
47882,6,1,6,8,6,6,5,6,4,6,3
61296,6,6,6,6,6,6,6,6,6,6,6
1350439,6,6,6,6,6,4,4,6,6,1,1
1314140,4,4,3,2,2,3,4,2,4,2,1
19303,6,3,4,5,4,5,3,4,6,5,1
121028,6,6,6,7,7,6,6,6,6,1,1
97982,6,7,6,7,6,5,5,6,4,1,2
19924,6,6,4,5,5,5,5,5,5,5,4
8061,6,2,4,4,3,3,3,4,4,4,4
1167598,5,5,5,5,5,5,4,5,4,4,6
1185336,6,7,6,6,7,6,6,6,6,1,1
1333077,6,6,6,6,6,6,6,6,6,6,6
13625,3,5,5,7,7,4,5,4,6,2,3
55435,4,5,5,6,5,5,5,4,4,5,1
112098,6,5,5,8,8,4,5,1,1,6,6
107104,6,2,6,6,1,5,5,4,1,6,1
61296,3,2,1,1,6,2,2,6,6,3,1
1427688,6,6,6,6,6,6,6,5,5,1,1
41122,6,3,3,3,4,1,6,3,1,6,6
29462,2,3,4,7,7,2,2,6,3,5,6
12311,6,6,6,5,6,4,2,1,6,1,1
37798,6,6,6,6,6,6,5,6,6,3,3
1313259,2,3,6,1,7,3,3,5,4,6,1
1419965,8,6,6,6,7,6,6,6,6,3,1
96711,6,6,6,6,6,6,6,6,6,6,6
74669,6,6,6,6,6,6,6,6,6,1,1
112508,5,5,5,5,5,5,5,4,4,3,4
766,6,6,5,4,5,5,5,6,5,4,2
91397,6,4,6,5,6,6,6,5,3,4,6
1134434,6,3,2,3,3,2,3,5,7,5,5
18824,6,6,6,6,6,6,6,6,4,1,1
1331941,8,8,5,5,7,7,5,6,6,1,1
111334,6,6,6,6,6,6,6,6,6,1,1
80612,6,6,6,6,6,5,6,6,4,6,6
12701,1,1,1,1,6,2,6,5,5,4,3
100326,6,6,6,7,7,6,6,6,6,1,1
103952,6,6,6,6,6,6,6,6,6,1,1
99010,8,6,6,8,8,5,8,6,5,7,6
51382,4,7,6,7,1,1,1,6,2,6,6
1151168,2,2,2,7,7,7,3,3,2,6,6
5001334,6,4,5,1,1,2,1,2,1,6,6
53522,1,4,6,6,6,2,6,6,6,6,6
96002,6,7,6,5,7,4,4,6,5,2,1
1384075,5,5,5,5,8,5,4,5,4,4,1
121297,6,6,6,6,6,8,8,6,8,8,8
15260,6,6,6,6,6,6,6,6,6,1,1
14213,1,5,6,7,6,4,4,5,5,2,2
4961,6,6,5,7,6,4,5,6,6,1,1
110620,6,6,6,6,7,6,6,6,6,1,1
11318,6,6,5,4,5,4,4,5,4,4,3
1514098,6,6,6,7,6,8,4,6,6,1,1
1203245,5,1,5,7,7,8,8,8,4,7,2
32885,6,6,6,6,6,6,6,6,6,1,1
1270313,5,5,5,5,7,4,4,2,5,4,2
1304626,6,6,6,6,7,6,6,6,3,5,1
9977,4,3,6,4,3,4,4,6,3,3,2
18396,6,1,1,1,6,1,5,6,1,6,6
4548,6,6,6,6,6,4,4,6,5,3,5
13581,3,3,3,3,5,4,3,3,3,5,3
101108,3,3,4,7,3,3,7,7,7,7,3
1116776,5,5,5,5,3,4,4,3,3,3,6
71562,2,2,2,2,3,6,6,5,5,5,1
97992,6,4,6,7,8,8,4,3,1,6,6
4280,6,6,6,6,6,6,6,6,6,1,1
109248,5,7,5,7,7,3,5,5,5,3,1
17534,6,6,6,6,6,6,6,6,5,1,1
7686,6,6,6,5,5,6,6,6,6,4,1
112000,6,5,6,6,6,6,5,6,4,3,3
17416,4,4,4,4,4,4,4,4,4,4,4
1405153,6,6,7,6,6,4,6,3,6,2,6
114588,2,2,6,6,1,3,4,6,3,4,5
1279546,6,6,6,6,6,6,6,6,6,6,6
8037,6,6,6,6,6,6,6,6,6,6,1
99598,6,5,6,7,6,6,5,6,5,4,1
121026,6,6,6,6,6,6,1,6,6,1,1
1342812,6,6,6,6,7,6,6,6,6,6,6
8581,5,6,6,6,6,6,5,6,5,4,5
63880,5,6,5,5,4,5,5,6,5,1,1
73436,3,3,5,4,4,4,4,3,4,3,6
9263,5,7,7,7,7,4,4,5,5,4,1
1536449,6,6,3,6,6,3,6,6,6,4,6
100296,3,4,3,4,4,4,4,4,4,4,4
1314982,6,6,6,6,8,6,6,6,6,1,1
1458670,6,4,1,4,8,5,3,2,4,4,6
1396086,6,6,4,4,5,5,5,5,3,4,4
100296,6,6,6,6,6,6,6,6,6,1,1
19582,6,7,6,6,7,6,6,6,6,1,1
97980,6,6,6,6,7,6,6,6,6,6,1
1266725,8,8,7,8,8,4,4,8,6,8,8
1427413,6,6,6,3,6,6,6,6,6,1,1
1314232,6,6,6,6,6,6,6,6,6,1,2
111730,6,6,6,6,6,6,6,6,6,6,6
14363,2,5,4,6,2,5,3,6,6,1,1
32803,6,5,6,6,6,5,5,6,6,3,4
1365656,6,6,5,5,8,2,2,3,5,5,5
121026,6,7,6,6,8,6,6,6,6,8,8
1118063,6,7,6,7,7,6,6,6,6,4,8
55646,6,6,6,6,6,6,6,6,6,6,6
70442,7,7,7,7,7,7,7,7,7,7,7
1377502,5,6,6,6,6,6,6,6,6,1,1
22407,6,5,6,7,7,4,4,3,6,5,6
1365651,6,1,1,5,5,5,5,2,1,6,6
1321295,6,6,6,6,8,6,5,6,6,1,1
1170115,6,5,5,5,5,4,5,4,3,6,1
91941,6,6,6,8,6,6,6,6,1,6,6
117054,6,6,6,6,6,6,6,6,6,6,6
21302,6,4,6,5,6,6,6,6,6,1,3
65346,5,5,6,7,6,4,5,6,6,4,2
16204,6,6,6,6,8,6,6,6,6,5,1
13089,3,4,2,3,3,2,3,4,5,5,3
111730,6,6,6,6,7,6,6,6,7,6,6
5961,6,7,4,6,6,6,6,6,6,6,6
1331373,6,6,6,6,7,5,5,6,6,4,6
97980,6,6,5,5,8,6,6,6,6,1,1
8473,5,5,5,5,5,5,5,6,6,5,2
50578,6,4,6,6,6,5,5,6,6,1,1
1331891,4,3,3,2,6,4,4,7,3,6,6
21985,6,5,5,5,5,4,4,6,4,2,1
10480,6,5,5,6,6,6,6,6,6,4,6
1150260,6,6,6,6,6,6,6,6,6,6,6
86640,6,6,6,6,6,6,6,4,4,4,4
95500,5,5,4,4,6,6,6,6,6,5,1
1483599,6,5,5,5,7,6,6,6,6,1,1
18373,6,6,6,6,6,6,6,6,6,6,6
100326,6,6,6,6,7,3,3,3,4,3,4
80080,6,6,6,6,6,6,6,4,4,5,2
1903,5,7,6,7,6,6,6,6,4,6,1
1405178,6,3,3,1,4,4,2,4,2,5,4
1465706,6,6,6,6,7,6,6,6,6,1,1
95393,6,6,6,6,6,6,6,6,6,1,1
1300025,5,6,6,5,5,5,5,6,5,1,5
111720,6,6,6,6,8,6,6,6,6,1,1
74746,6,6,5,5,5,5,6,6,6,6,6
1177033,6,1,6,1,8,1,1,4,6,1,6
11318,1,5,4,7,7,2,3,5,3,4,1
82274,6,6,6,6,1,6,6,6,6,3,3
57792,6,6,6,6,6,6,6,6,6,6,6
18426,5,6,4,6,4,4,4,6,6,5,2
1126514,6,6,6,7,7,6,6,3,6,1,6
37802,6,6,6,7,6,6,6,6,6,1,1
29417,6,6,6,6,6,6,6,4,4,4,4
103101,6,6,6,6,6,5,5,4,6,1,1
65369,4,6,6,6,6,4,4,6,4,1,1
1314232,5,6,6,7,4,6,6,5,5,5,1
1105114,6,6,6,7,8,6,6,6,6,1,8
66161,5,3,6,4,3,4,4,5,5,4,2
1483881,7,7,7,7,7,7,7,7,7,7,7
1172815,6,6,6,6,6,6,6,6,6,1,6
1465706,6,7,5,5,8,7,4,5,5,1,1
15884,3,4,5,5,7,4,2,3,3,4,4
3840,6,6,6,6,6,6,6,6,6,1,1
80291,6,6,6,6,6,6,6,6,6,1,1
4933,6,6,6,7,6,4,6,6,1,5,6
6492,6,4,7,6,6,6,6,6,3,6,1
69767,6,6,7,7,6,6,6,6,6,6,6
1188933,6,7,6,6,6,6,6,3,1,6,3
69861,6,6,6,7,6,6,6,5,5,5,5
1179246,6,6,6,6,6,6,6,6,6,6,1
6730,6,6,6,7,6,5,5,2,4,3,3
1172815,6,6,6,6,6,6,6,6,6,1,2
4594,6,6,6,6,6,6,6,6,6,1,1
91707,6,6,6,6,6,6,6,6,6,6,6
1185928,8,7,7,6,8,5,8,6,6,6,6
97982,8,6,6,6,7,7,6,6,5,7,4
103334,7,7,5,5,7,6,6,6,4,8,4
148,4,6,6,4,6,5,4,6,5,5,5
14366,2,6,6,6,6,5,6,6,6,2,1
117296,3,3,3,3,3,4,4,3,4,4,4
1296698,6,6,6,6,6,6,6,6,6,1,1
69844,6,5,5,4,5,6,6,5,6,5,5
1132319,6,6,6,6,8,6,6,6,6,7,7
65855,4,4,6,7,6,6,5,6,6,6,6
1331001,5,5,6,6,6,6,6,6,6,1,1
773,1,3,6,5,3,3,1,3,1,6,6
1285815,6,5,6,6,6,6,6,6,6,6,6
382876,5,4,6,7,6,4,3,3,3,6,6
41876,5,1,2,5,3,2,3,4,3,4,3
12566,2,4,2,4,7,3,2,1,1,6,6
1164380,6,5,6,6,5,6,6,5,6,3,2
1258522,8,6,6,7,8,6,5,5,6,5,8
17303,6,5,4,6,1,2,4,6,4,3,6
1170036,8,7,6,6,8,6,8,5,6,1,1
100326,6,6,6,6,6,6,6,6,6,1,1
74669,6,6,6,6,6,6,6,6,6,1,1
17085,6,7,6,1,6,6,6,6,6,6,6
1075575,6,6,4,4,4,5,5,6,5,4,4
10266,6,6,6,7,6,6,6,6,6,2,2
100899,6,4,5,6,1,7,4,1,6,1,6
1350107,6,6,5,5,5,6,5,5,5,4,8
13714,2,7,4,7,5,4,4,6,4,3,1
1069733,6,7,6,7,3,3,6,6,6,1,1
18278,6,6,6,6,6,6,6,6,6,6,6
1124348,6,6,6,7,7,6,6,6,6,1,1
99008,6,6,6,6,7,6,6,6,6,1,1
96103,6,7,6,7,7,5,5,6,5,3,1
73420,6,6,6,6,6,6,6,6,6,6,6
96171,6,7,6,7,7,6,6,6,4,2,1
1142604,5,5,5,5,5,5,5,5,5,5,5
1903,6,5,6,7,6,4,4,6,6,4,3
100324,6,6,6,5,8,5,5,6,5,7,8
117296,6,7,5,5,3,6,5,4,6,2,1
74902,5,7,6,7,7,6,6,4,6,1,1
120134,6,6,6,6,8,6,6,6,6,1,1
121297,6,6,5,6,7,5,5,6,6,1,8
1258046,6,6,6,6,6,6,6,6,6,1,1
51382,1,1,2,1,1,2,2,3,2,6,5
10078,6,6,6,7,6,3,6,6,6,4,1
57396,6,7,3,3,8,3,3,6,1,6,6
5000882,5,2,6,7,7,3,2,6,4,6,6
74746,6,6,5,5,3,6,5,6,6,1,1
1179874,7,7,7,7,7,7,7,7,7,7,7
1423128,7,7,7,7,7,7,7,7,7,7,7
9227,5,6,5,7,6,5,6,6,6,3,1
1170114,6,6,6,6,6,6,6,7,6,6,6
1349160,6,6,6,5,8,6,6,6,6,2,5
6616,6,4,4,4,4,4,4,5,4,5,4
1199212,6,7,6,6,6,6,6,6,6,6,1
19117,6,6,6,5,5,5,5,6,5,1,1
111502,7,3,8,8,1,3,3,8,8,8,8
7940,6,1,4,6,6,6,6,5,1,6,1
8937,6,7,6,7,7,6,6,6,6,6,6
20642,6,4,6,6,4,4,5,6,4,6,6
46558,5,4,5,4,7,4,3,5,5,6,6
63494,6,6,6,6,6,6,5,6,6,1,1
9310,6,5,5,5,7,5,5,6,4,3,5
121297,6,6,6,6,6,6,6,6,6,6,1
24024,6,7,6,7,8,6,6,6,6,2,1
69800,7,5,5,5,5,5,5,5,5,3,1
18394,1,5,3,4,4,1,4,5,6,1,6
21097,6,5,5,7,5,5,5,5,6,3,1
1388630,6,6,4,5,1,5,5,6,6,1,8
7940,6,6,6,6,6,6,5,6,6,1,1
1258522,8,1,5,8,8,5,8,8,8,8,1
10435,6,6,5,5,1,4,6,4,6,3,1
110298,6,7,6,7,6,6,6,6,5,2,1
1170317,6,2,6,8,8,5,6,6,6,1,1
1047531,6,5,5,5,1,5,6,5,5,3,4
53335,6,3,4,1,2,5,5,5,5,1,1
1170317,2,2,3,3,3,5,6,5,5,5,6
97980,6,6,6,6,6,6,6,6,6,1,1
86726,6,6,6,7,7,6,6,5,4,5,4
103101,6,6,6,7,6,3,3,6,5,1,1
1342524,6,6,6,6,7,6,6,6,6,1,1
1100638,6,5,6,6,4,6,6,6,6,6,6
1165324,6,6,6,5,8,6,6,6,6,8,1
84745,6,6,6,4,6,6,6,6,6,1,1
1342814,6,6,6,6,6,6,6,6,6,6,6
68048,5,3,6,7,7,6,5,6,5,2,1
47882,5,3,4,7,4,3,4,1,3,5,6
1208890,6,6,6,6,6,6,6,6,6,1,1
12566,2,6,3,6,6,2,4,1,1,6,6
1427754,6,6,6,5,8,5,5,6,6,8,4
79567,5,3,3,7,7,5,5,6,5,5,5
1404943,8,7,7,7,7,6,4,6,2,8,1
3136,1,7,4,7,5,1,3,6,4,6,6
1354303,6,6,6,6,6,6,6,6,6,6,6
1128677,4,6,6,7,3,3,4,6,6,1,2
1190204,7,7,7,4,7,4,5,5,5,6,8
5000376,5,7,6,6,6,6,4,6,6,1,6
1299950,5,4,4,4,4,4,5,5,3,5,4
1270516,6,6,6,5,8,6,5,6,6,1,1
121028,6,7,6,7,8,6,6,6,6,1,1
55830,4,3,3,2,4,2,3,4,3,5,6
121026,8,7,7,7,7,8,3,4,1,8,1
1312998,6,4,4,4,4,5,4,4,4,4,4
1258519,8,7,6,7,7,6,6,6,6,6,1
121297,6,6,6,6,6,6,6,6,3,1,1
1185941,6,7,6,7,8,6,6,6,8,1,1
120450,5,4,5,3,8,3,4,6,6,3,2
5001268,4,6,5,7,6,4,4,6,3,5,1
18596,6,7,6,6,6,5,4,6,2,3,2
7502,1,3,3,3,3,3,3,3,3,3,3
1190158,6,6,5,6,8,6,6,6,6,1,1
69804,5,3,4,4,5,3,3,3,3,4,6
1404207,6,6,6,6,1,6,6,6,1,4,1
1454216,6,1,4,1,1,5,4,4,1,6,6
1457216,6,6,6,6,6,6,6,6,6,1,1
21668,6,6,6,5,7,6,5,5,5,7,1
10792,3,1,1,1,1,1,6,1,4,1,4
10336,6,3,4,5,4,2,2,6,5,3,5
1150265,3,4,4,1,3,2,2,4,3,3,6
1116776,6,5,5,5,8,5,5,5,6,1,3
108158,6,7,6,5,6,6,5,6,1,6,6
96002,5,6,5,6,4,6,4,3,1,3,7
1295340,6,7,6,7,6,6,5,5,5,5,5
5001334,6,6,6,6,6,6,6,6,6,6,6
1365656,5,6,6,4,7,6,6,4,4,3,3
12822,6,5,4,3,4,3,3,4,4,6,6
1405858,8,8,7,7,7,6,6,6,8,8,1
1452895,5,5,4,8,7,5,5,5,5,6,5
8473,6,6,6,4,6,6,6,5,4,5,1
1533144,8,1,2,1,8,1,1,6,6,1,8
67518,7,7,7,7,7,7,7,7,7,7,7
98982,5,7,5,7,7,4,5,4,5,5,4
120928,3,4,6,7,6,6,6,6,6,4,4
1286492,8,8,8,7,8,6,5,6,5,8,8
97980,4,4,3,3,8,3,2,3,3,2,1
47901,6,6,6,6,6,6,6,6,5,4,4
1652,6,4,5,5,6,4,4,6,5,3,1
12317,6,7,6,6,7,6,6,5,6,1,1
49550,6,5,5,7,3,3,2,4,4,3,3
111720,6,6,6,6,6,6,6,6,6,3,6
99008,6,6,6,6,6,6,6,6,6,6,1
1457380,6,6,6,1,8,6,6,6,6,1,1
115794,4,3,4,3,3,4,4,4,3,5,5
103332,5,7,5,7,6,5,4,4,5,4,5
8140,6,4,5,5,5,4,5,5,5,2,1
114506,6,7,6,7,8,2,2,6,4,6,6
97982,6,7,7,7,7,5,5,5,8,8,1
73555,6,6,6,6,6,6,6,6,4,2,1
1109599,6,6,6,6,5,6,6,6,6,6,6
7514,6,6,5,7,3,5,6,4,5,3,5
48439,6,6,6,6,6,6,6,6,6,6,6
1514556,6,6,6,6,6,6,6,6,6,1,1
1888,6,7,6,7,7,2,1,6,4,6,1
54928,5,5,5,8,6,3,2,6,4,6,1
1170317,6,5,6,6,7,5,5,5,5,5,4
43262,6,5,6,5,5,5,5,6,6,2,2
1444018,6,7,8,8,8,8,8,6,8,8,1
5718,6,4,6,6,7,4,5,6,5,3,5
53353,6,6,6,6,6,6,6,6,6,1,1
99663,6,7,4,7,6,4,2,6,3,5,1
1170317,6,6,6,6,8,2,3,6,6,1,1
1429867,6,6,6,6,6,6,7,6,6,7,6
100326,6,6,6,6,6,6,6,6,6,1,1
59214,2,2,2,2,2,2,2,2,2,2,2
13207,1,3,7,7,7,7,3,5,1,5,5
87925,4,5,5,5,5,5,5,5,5,5,5
1292697,6,6,6,6,6,6,6,6,6,6,1
112326,6,5,3,7,8,3,2,1,1,6,6
1116776,1,6,6,6,7,6,6,6,6,1,1
121297,6,2,4,3,4,4,4,4,4,4,4
16824,5,5,5,5,4,5,5,5,5,2,2
32885,6,6,6,6,6,6,6,6,3,5,2
21561,5,6,6,6,8,4,4,5,5,3,2
66232,5,4,5,1,8,4,4,4,5,4,6
1304538,6,6,6,6,7,6,6,3,6,1,6
100326,6,6,6,5,6,6,6,4,5,4,8
1323836,6,7,7,7,7,6,5,7,7,7,2
34671,5,6,6,7,6,2,2,3,4,6,6
86490,6,6,6,6,6,6,6,5,6,1,4
119198,6,7,5,6,7,4,6,3,5,6,3
111730,6,6,6,6,6,6,6,6,6,6,6
104370,6,7,6,6,6,6,3,2,1,6,6
1282904,6,5,6,6,7,6,6,3,6,5,8
33738,1,6,6,6,6,5,5,6,6,3,5
99008,6,6,6,6,8,6,6,2,6,1,5
111720,6,6,6,6,6,6,6,6,5,3,6
1184319,1,6,6,6,7,4,1,6,3,6,1
1517483,6,6,6,6,6,6,6,6,6,6,6
1115471,8,7,8,7,7,8,1,5,8,8,1
97980,6,4,4,3,5,3,5,2,3,5,4
1427612,7,4,4,2,2,4,4,4,1,6,6
67975,6,6,5,7,4,5,6,4,5,4,4
17864,6,6,6,6,6,6,6,6,6,5,6
1101,6,5,6,6,7,6,6,6,2,6,6
1184730,4,3,2,1,1,2,2,3,3,5,1
1267982,6,6,6,6,7,6,6,6,6,6,8
73348,6,4,4,7,4,4,4,4,5,1,6
1357714,6,4,4,7,1,4,4,4,6,5,1
104622,5,3,5,3,2,3,2,4,2,5,4
1427662,8,6,8,8,8,8,8,8,6,8,6
95759,6,6,6,6,6,6,6,6,6,1,1
99008,5,8,7,7,7,5,5,8,8,8,8
18912,4,6,4,7,6,5,5,3,4,1,1
1385214,6,7,6,6,1,6,6,6,4,5,6
54042,3,6,1,1,1,7,3,5,1,6,7
97980,6,6,6,6,8,6,6,6,6,1,1
102912,6,5,6,6,5,5,5,6,6,2,1
1303685,6,6,5,5,5,5,6,5,6,5,4
100296,6,8,6,7,6,6,6,6,6,1,1
121026,5,4,5,4,7,5,5,5,5,2,2
52906,6,7,4,7,6,5,5,6,5,1,1
57784,5,5,5,5,1,4,4,4,4,3,3
1310387,6,6,7,7,8,3,4,3,5,5,4
121378,6,6,6,8,6,6,6,6,6,1,1
1474646,6,6,6,6,8,6,6,6,6,1,5
96657,5,5,5,5,2,3,3,3,5,3,5
73115,6,3,5,5,5,5,3,5,5,5,5
123169,6,6,6,4,6,5,6,6,6,1,1
7779,6,6,6,6,6,6,6,6,6,1,1
1314232,6,5,5,5,4,5,6,6,6,2,3
97980,6,6,6,6,8,6,6,6,5,1,2
16830,6,6,6,6,6,6,6,5,6,5,5
10266,2,4,2,4,6,4,4,6,4,5,5
1519919,6,2,5,2,8,6,5,5,6,6,6
10493,6,5,5,7,3,5,5,5,6,2,1
1283948,6,6,6,4,7,3,4,6,6,7,1
103332,8,5,5,8,8,5,5,8,8,8,8
121297,6,7,6,6,7,6,6,6,4,3,1
41251,6,1,1,3,3,1,6,4,4,3,1
50163,6,6,6,8,6,6,6,6,6,8,8
1151651,4,1,5,7,7,5,5,3,3,6,6
1443,6,4,4,4,4,4,6,4,4,5,1
3926,5,6,6,6,6,5,5,5,5,1,1
13852,4,5,4,4,6,5,5,5,4,5,1
1523195,6,6,6,6,6,6,6,3,6,1,4
8046,6,6,6,6,6,6,6,6,6,1,5
1132199,6,2,3,5,5,3,1,3,1,6,6
1170036,6,7,6,6,8,8,6,6,6,1,1
1519156,6,6,6,7,5,4,2,6,1,6,6
1368570,8,5,5,5,7,6,5,8,6,8,1
1259654,6,5,6,6,1,5,6,6,5,6,1
15456,5,5,5,4,6,4,4,4,6,5,1
19557,1,1,2,2,1,3,2,1,1,1,6
28489,6,3,5,3,6,3,2,3,2,6,6
1068910,6,6,6,6,6,6,6,6,6,1,1
97980,6,6,5,6,8,6,6,4,4,6,6
1354383,8,8,8,8,6,6,6,8,8,8,8
55998,6,6,6,5,6,6,6,6,6,6,1
39836,6,5,5,4,5,5,5,4,4,5,7
66218,6,6,6,6,6,6,6,6,6,1,1
1268059,6,8,6,8,8,6,6,6,6,1,1
51549,6,5,3,4,4,6,3,6,4,4,2
90047,4,6,6,7,7,3,4,6,4,1,1
10735,6,1,6,1,6,5,5,6,6,4,1
1138344,3,8,5,8,5,4,4,6,6,5,1
1429912,7,7,6,7,7,7,5,8,4,7,1
1150484,7,5,7,5,7,5,4,6,6,1,1
106672,6,8,4,8,7,5,5,3,5,2,1
1375246,6,6,6,7,1,6,6,6,6,1,1
121093,8,8,8,7,8,8,8,8,8,8,8
1483827,6,6,6,6,6,6,6,6,6,5,6
1404207,8,1,6,6,7,7,7,6,7,4,1
1492144,6,6,5,6,8,6,6,5,6,1,1
1002742,6,5,6,5,6,6,6,6,6,6,6
1304865,5,6,5,2,8,5,5,5,3,6,6
119246,6,4,7,7,8,5,5,7,6,3,1
1314140,6,6,6,6,3,6,6,6,6,3,2
16580,6,6,6,6,6,6,5,6,6,1,4
121093,6,6,6,6,6,6,6,6,6,1,1
1116776,6,7,7,7,7,7,4,3,8,7,6
13998,6,6,6,7,6,4,5,6,5,5,5
54828,6,6,6,6,6,6,6,6,6,1,1
121378,5,6,6,6,6,6,6,6,2,1,1
1438491,6,6,7,5,8,6,6,6,5,5,6
1364629,8,6,6,7,7,6,6,6,6,7,1
50045,6,6,6,6,6,6,6,6,6,1,1
5187,6,6,6,6,6,6,6,5,5,2,1
1296698,8,8,6,8,6,6,8,8,8,8,1
100326,5,5,6,6,5,6,6,5,3,4,4
1445860,5,6,5,6,6,5,4,6,5,2,6
97980,6,6,6,6,6,6,6,6,6,8,5
1903,6,4,6,5,6,4,5,6,6,7,1
5001395,6,7,5,6,7,6,6,6,6,6,1
121093,6,8,8,8,8,7,8,6,6,1,1
3835,6,4,5,5,5,5,5,5,5,5,5
1379781,6,6,6,6,6,5,5,6,6,1,1
1185054,6,5,5,7,1,7,4,1,1,4,1
1399241,2,6,3,3,8,5,4,6,3,6,6
6622,6,6,7,6,6,6,6,6,6,1,1
11989,1,1,2,1,7,3,3,3,3,3,4
1437359,6,6,3,6,8,6,6,6,6,6,6
5000992,4,4,5,3,4,4,4,4,6,2,4
97980,6,1,5,2,1,3,3,5,5,3,6
111726,6,6,6,6,6,6,6,6,6,6,6
1417984,6,7,3,6,1,6,4,6,4,4,1
1427688,6,6,6,6,7,6,6,6,6,1,1
96103,6,7,6,7,6,6,4,6,6,7,1
66218,6,6,6,6,6,6,6,6,6,1,1
1074619,6,6,6,6,8,6,6,6,6,1,8
1190205,8,4,4,4,4,7,8,6,6,8,8
100296,6,6,6,7,6,6,6,6,6,1,1
7136,6,5,5,1,4,6,4,1,4,6,1
7942,5,2,4,5,7,4,3,4,3,4,6
81050,6,5,5,7,5,5,5,4,5,1,1
100296,8,5,6,5,8,5,4,5,5,4,3
7413,6,6,6,6,6,6,6,6,6,2,2
104404,6,7,5,5,6,5,5,6,6,1,1
1453384,6,3,3,3,1,3,3,1,2,5,3
5001395,6,3,6,6,7,4,4,6,4,4,2
1286760,6,4,4,4,8,3,2,5,5,2,1
1304932,3,3,6,8,8,5,5,1,5,1,1
11457,1,6,6,7,7,6,4,6,6,4,2
1174688,6,6,6,6,8,6,6,6,6,8,1
1313504,6,6,6,6,6,6,6,6,6,6,6
18147,6,6,6,6,6,6,6,6,6,2,1
89168,6,6,6,6,8,6,6,6,6,1,1
5001334,6,6,6,6,6,6,6,4,6,1,1
96127,6,6,6,7,6,7,7,6,6,1,1
14690,6,6,6,6,6,6,6,6,6,1,1
1077735,6,6,6,6,6,6,6,6,6,1,1
104446,6,4,6,1,1,5,5,6,4,4,1
99012,6,6,5,4,8,6,6,6,5,2,4
1132199,6,6,6,6,8,6,6,6,6,1,1
13394,1,1,3,7,7,1,1,3,4,3,1
66232,6,6,6,6,8,6,6,6,7,1,1
1340998,7,7,6,6,7,6,6,6,6,6,6
7413,2,1,2,3,3,2,3,3,2,3,3
30885,8,6,3,6,6,5,5,4,5,5,8
101106,6,6,6,6,6,6,6,6,6,1,1
52021,6,6,6,6,6,5,5,6,6,1,2
1363828,6,6,6,6,6,6,6,6,6,6,6
377,3,4,5,5,5,3,5,5,5,1,6
97567,6,6,6,6,6,6,6,6,6,1,1
96711,6,7,7,7,1,7,4,6,6,1,6
1100534,6,6,6,6,6,6,6,6,6,1,3
68048,3,1,1,1,1,1,1,4,6,6,4
5000760,6,6,6,6,6,6,6,6,6,1,1
27656,1,6,6,6,6,4,5,6,6,5,1
16677,1,1,5,2,5,4,3,6,5,3,1
47577,6,5,6,6,6,6,6,6,6,2,1
1188747,6,6,6,6,6,5,4,6,6,1,1
88796,6,1,1,1,1,1,1,6,6,1,1
1317671,6,6,6,6,6,6,6,6,6,1,1
1116776,6,6,6,6,8,6,6,6,6,4,2
1161357,6,8,8,8,1,6,8,6,6,1,6
111984,5,5,5,5,7,4,4,5,5,4,2
50384,6,6,6,4,4,6,6,5,5,2,1
1538025,6,6,5,4,6,6,6,6,6,6,6
21278,6,6,5,6,6,5,5,6,5,5,3
102006,3,3,2,2,1,2,2,2,2,2,2
120717,6,6,6,6,8,6,2,2,3,8,5
97980,6,6,6,6,6,6,5,6,6,4,6
100324,6,6,6,6,7,7,7,6,6,1,1
101411,5,5,5,6,7,6,6,5,6,1,1
49636,6,6,6,6,6,6,6,6,6,1,1
2030,1,1,6,4,6,5,3,5,1,4,1
9732,6,6,6,6,6,6,6,6,6,1,1
1116776,6,6,6,6,6,6,6,6,6,1,1
1483676,6,6,6,6,8,6,6,6,6,1,1
37884,6,6,6,6,6,6,6,6,6,1,1
94901,1,6,3,6,6,3,7,6,6,1,6
1282904,6,6,6,7,7,5,6,6,6,2,1
55806,6,2,3,3,3,4,4,3,5,1,1
5001267,6,4,6,5,3,3,4,5,2,5,3
67981,6,6,6,6,6,6,6,6,6,6,1
41161,6,6,6,6,6,6,6,6,6,1,1
1292571,6,6,6,6,6,6,6,6,6,6,1
1103070,3,6,6,6,6,5,4,6,2,6,6
18475,6,4,6,3,3,5,4,6,6,1,1
11221,6,4,4,3,7,4,4,4,6,1,2
1115471,6,6,1,1,1,3,2,2,1,2,6
15075,6,7,6,7,7,6,6,8,8,8,8
1288773,5,5,6,2,3,6,6,6,5,1,1
97437,5,4,4,5,4,5,4,4,4,3,5
14868,6,5,6,7,7,5,4,6,6,1,1
1170317,6,2,5,5,1,5,4,1,4,4,2
1258519,5,5,3,4,3,4,4,4,3,3,1
1332726,4,4,4,4,4,4,4,4,4,4,4
111190,6,4,5,5,6,5,6,6,3,6,3
13852,6,6,7,6,8,6,6,6,5,6,1
99598,6,5,6,7,7,6,6,6,6,3,1
100326,6,6,6,6,6,6,6,6,6,7,2
5952,6,6,6,7,6,6,5,6,6,4,1
